id,address
33199,"410039, Россия, Саратовская область, г. Саратов, проспект Энтузиастов, д. 43, офис 302"
33205,"410071, Саратовская область, г. Саратов, ул. Свинцовая, д. 10-а"
33408,"410022, Россия, Саратовская область, г. Саратов, улица  Брянская, дом 1"
33410,"410071, Саратовская область, г. Саратов, улица Шелковичная, дом 224"
33412,"410507, Российская Федерация, Саратовская область, г. Саратов, п. Жасминный, ул. Моисеева, 1"
33415,"410012, Саратовская область, г. Саратов, ул. Сакко и Ванцетти, 44"
33417,"410054, Российская Федерация, Саратовская область, г. Саратов, улица 1-я Беговая, дом 8 ""а"""
33477,"410012, Россия, Саратовская область, г. Саратов, ул. Степана Разина, д. 52"
33507,"410071, Российская Федерация, Саратовская область, г. Саратов, Октябрьское ущелье, б/н"
33965,"410039, Россия, Саратовская область, г. Саратов, проспект Энтузиастов, д. 25/24"
34026,"410078, Российская Федерация, Саратовская область, г. Саратов, ул. Железнодорожная, д. 50"
34134,"410001, Саратовская область, г. Саратов, ул. Набережная, д. 22"
34163,"410064, Российская Федерация, Саратовская область, г. Саратов, ул. Тархова, 7 ""А"""
34821,"410005, Саратовская область, г. Саратов, ул. им. Рахова д. 280"
34832,"410005, Российская Федерация, Саратовская область, г. Саратов, ул. им. Рахова, д. 280"
34963,"410028, Российская Федерация, Саратовская область, г. Саратов, ул. Рабочая, д. 18"
35152,"410012, Россия, Саратовская область, г. Саратов, ул. им. Горького А.М., д. 55А/99"
35618,"410002, Россия, Саратовская область, г. Саратов, ул. Московская 19"
35640,"410023, Россия, Саратовская область, г. Саратов, ул. Московская, 158"
36005,"410060, Российская Федерация, Саратовская область, г. Саратов, ул. им. Штейнберга С.И., д.50"
36049,"410004, Российская Федерация, Саратовская область, г. Саратов, ул. Чернышевского, д. 88"
36071,"410002, Саратовская область, Саратов, ул. Волжская, д. 2/10"
36072,"410031, Саратовская область, г. Саратов, ул. Московская, д.30"
36076,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Б. Казачья, д. 100, кв. 24"
36145,"410012, Россия, Саратовская область, г. Саратов, а/я 3752"
36737,"410008, Саратовская область, г. Саратов, ул. Вяземская, д. 29"
36742,"410049, Саратовская область, г. Саратов, Пензенский переулок, 1 ""А"""
36766,"410002, Российская Федерация, Саратовская область, г. Саратов, улица Мичурина, дом 155"
36873,"410012, Саратовская область, г. Саратов, ул. им. Д.В. Емлютина, д. 44А"
36955,"410076, Саратовская область, г. Саратов, 4-й проезд Чернышевского, д. 3"
37123,"410012, Россия, Саратовская область, г. Саратов, ул. Им. Разина С.Т., д. 75 Б, пом. 38, Литера А"
37137,"410010, Саратовская область, г. Саратов, ул. Жуковского, 16 А"
37511,"410009, Саратовская область, г. Саратов, ул.Большая Садовая, дом 239"
37910,"410507, Саратовская область, г. Саратов, п. Жасминный ул. Строителей 12"
37952,"410001, Россия, Саратовская область, г. Саратов, ул. Огородная, дом 91"
38356,"410040, Россия, Саратовская область, г. Саратов, проспект 50 лет Октября, д. 108 литер ""У"""
38645,"410040, Россия, Саратовская область, Саратов, проспект 50 лет Октября, дом 110 ""а"""
38688,"410036, Россия, Саратовская область, г. Саратов, ул. Огородная, квартал 7"
38706,"410015, Россия, Саратовская область, г. Саратов, ул. Барнаульская, д. 2 А, кв. 6"
38719,"410035, Саратовская область, г. Саратов, ул. Тархова 35 -А"
38722,"410050, Саратовская область, г. Саратов, ул. Абрикосовая, дом 27"
39138,"410054, Саратовская область, г. Саратов, ул. Новоузенская, д. 162"
39550,"410080, Россия, Саратовская область, г. Саратов, ул. им. Блинова Ф.А., дом 1, Литер АА1"
39563,"410019, Саратовская область, г. Саратов, ул. 2 Магнитный проезд, д.52""а"""
39571,"410010, Российская Федерация, Саратовская область, г. Саратов, ул. Жуковского, 25"
40187,"410003, Россия, Саратовская область, г. Саратов, ул. Мясницкая, д. 140, кв. 7"
40306,"410033, Саратовская область, г. Саратов, ул. 5-я Дачная"
40808,"410004, Российская Федерация, Саратовская область, г. Саратов, ул. Бахметьевская, д. 44/64"
41061,"410007, Российская Федерация, Саратовская область, г. Саратов, улица Им. Академика Антонова О.К., дом № 33"
41067,"410017, Россия, г. Саратов, ул. им. Хользунова А.И., д. № 19"
41097,"410012, Россия, Саратовская область, г. Саратов, улица Гоголя, 42"
41312,"410054, Российская Федерация, Саратовская область, г. Саратов, ул. 2-я Садовая, д. 104 Д"
41327,"410041, Российская Федерация, Саратовская область, г. Саратов, ул. им. Ломоносова М.В., д. 8"
41367,"410054, Россия, Саратовская область, г. Саратов, ул. Б. Садовая, д. 82/90"
41372,"410019, Российская Федерация, Саратовская область, г. Саратов, улица Зеленая, д. 38"
41636,"410005, Российская Федерация, г. Саратов, ул. Большая Садовая, д .239"
41845,"410003, Российская Федерация, Саратовская область, г. Саратов, ул. Мясницкая, д.1/14"
41864,"410041, Россия, Саратовская область, г. Саратов, ул. им Ломоносова М.В., д. 18"
42417,"410005, Россия, Саратовская область, г. Саратов, улица Танкистов, дом 15"
43986,"410012, Россия, Саратовская область, г. Саратов, ул. им. Рахова д. 131, помещения № 116, литер А"
43990,"410033, Российская Федерация, Саратовская область, г. Саратов, ул. Гвардейская, д. 15 ""Б"""
44044,"410005, Россия, Саратовская область, г. Саратов, ул. Посадского, д. 180/198, кв. 107"
44061,"410049, Россия, Саратовская область, г. Саратов, улица Кавказская, дом 2"
44392,"410012, Россия, Саратовская область, г. Саратов, ул. Ульяновская, дом 27/35"
44406,"410019, г. Саратов, ул. Танкистов, д. 37"
44487,"410019, Россия, Саратовская область, г. Саратов, ул. Танкистов, 28"
44534,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Железнодорожная, д. 29"
44823,"410017, Саратовская область, г. Саратов, ул. Чернышевского, д. 90"
44857,"410028, Российская Федерация, Саратовская область, г. Саратов, ул. Чернышевского, 157"
45519,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. им. Т.Е. Хвесина,  42"
45725,"410040, Российская Федерация, Саратовская область, г. Саратов, проспект 50 лет Октября, пл. Ленина"
45948,"410035, Россия, Саратовская область, г. Саратов, ул. Тархова, д.32"
45971,"410005, , г. Саратов, ул. Чапаева, д. 119/206"
45987,"410069, Россия, Саратовская область, г. Саратов, ул. Ипподромная, б/н"
46490,"410033, Саратовская область, г. Саратов, ул. им. Космодемьянской З.А., д. 28"
46784,"410031, Россия, Саратовская область, г. Саратов, улица Волжская, дом 34, кв. 37"
47490,"410004, Российская Федерация, Саратовская область, г. Саратов, ул. 2-я Садовая, дом 3"
47629,"410015, Россия, Саратовская область, г. Саратов, ул. Барнаульская д. 8А, пом. 1, литер Г"
48230,"410005, Российская Федерация, Саратовская область, Саратов, ул. Аткарская, д.51"
48648,"410600, Россия, Саратовская область, г. Саратов, ул. Яблочкова П.Н., д. 15"
48649,"410035, Россия, Саратовская область, г. Саратов, ул. им.Тархова С.Ф., д.39"
48828,"410059, Российская Федерация, Саратовская область, г. Саратов, пл. Советско-Чехословацкой дружбы"
49116,"410078, Саратовская область, г. Саратов, ул. Железнодорожная, д. 50"
49195,"410010, Россия, Саратовская область, г. Саратов, Селекционный проезд, дом 3"
49600,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Московская, 170"
49610,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Московская, дом 88"
50198,"410022, Российская Федерация, Саратовская область, г. Саратов, ул. Азина 28 «А»"
50212,"410031, Саратовская область, Саратов, ул. Соборная, д. 23"
50226,"410004, , г. Саратов, ул. Чернышевского, 63"
51192,"410010, Российская Федерация, Саратовская область, г. Саратов, ул. Навашина, д. 7"
51554,"410010, Российская Федерация, Саратовская область, г. Саратов, ул.Танкистов, 93"
52213,"410009, Россия, Саратовская область, г. Саратов, проспект 50 лет Октября, дом 12/16, литер А"
52228,"410062, Российская Федерация, Саратовская область, г. Саратов, Московское шоссе, 29-а"
52565,"410017, Российская Федерация, Саратовская область, г. Саратов, улица им. Серова А.К., д. № 8"
52662,"410031, Саратовская область, г. Саратов, ул. Комсомольская, д. 46"
52700,"410017, Россия, Саратовская область, г. Саратов, ул. 2-я Садовая, дом 23"
53153,"410001, Российская Федерация, Саратовская область, г. Саратов, Ново-Астраханское шоссе, д. 65"
53166,"410086, Российская Федерация, Саратовская область, г. Саратов, улица Буровая, дом 26"
53495,"410039, Саратовская область, г. Саратов, ул. Крымская, д. 15"
53558,"410507, Российская Федерация, Саратовская область, г. Саратов, п. Жасминный, ул. Строителей, дом 12А"
53998,"410009, Россия, Саратовская область, г. Саратов, 50 лет Октября, д. 70"
54384,"410038, Россия, Саратовская область, г. Саратов, улица Усть-Курдюмская, дом 7 А"
54415,"410009, Россия, Саратовская область, г. Саратов, пр.50 лет Октября, д. 70, кв. 173"
54543,"410056, Саратовская область, г. Саратов, ул. Чапаева, 14/26"
54586,"410012, Россия, Саратовская область, г. Саратов, ул. им. Слонова И.А., 37/41"
55059,"410048, Российская Федерация, Саратовская область, г. Саратов, ул. Тульская"
55064,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Киселева, д. 38"
55586,"410069, Российская Федерация, Саратовская область, г. Саратов, ул. Ипподромная, дом 17"
55632,"410039, Россия, Саратовская область, г. Саратов, Крымский тупик, 8"
55637,"410007, Российская Федерация, Саратовская область, г. Саратов, ул. им. Блинова Ф.А., д. № 19А"
55651,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Московская, д. 120"
56260,"410049, Россия, Саратовская область, г. Саратов, Кавказский проезд, д. 6 ""А"", кв. 203"
56643,"410004, Российская Федерация, Саратовская область, г. Саратов, 1-ый Станционный проезд, дом 7"
56686,"410033, Россия, Саратовская область, г. Саратов, ул. Спартака, д. 8"
56700,"410002, Россия, Саратовская область, г. Саратов, ул. Григорьева, д. 41/43, кв. 15"
56724,"41002, Саратовская область, г. Саратов, улица Московская, д. 23"
56737,"410051, Российская Федерация, Саратовская область, г. Саратов, 9-я Дачная, б/н"
56901,"410078, Российская Федерация, Саратовская область, г. Саратов, ул. Рабочая, 145/155"
56907,"410017, Саратовская область, г. Саратов, ул. Чернышевского, д. 97"
57222,"410039, Россия, Саратовская область, г. Саратов, ул. Крымская, дом 4"
57228,"410049, Российская Федерация, Саратовская область, г. Саратов, ул. Кавказская, д. 26, кв. 25"
57544,"410060, Российская Федерация, Саратовская область, г. Саратов, ул. Южная, д. 38 ""Д"""
57547,"410044, Россия, Саратовская область, г. Саратов, ул. Студеная, д. 6"
57946,"410009, Российская Федерация, Саратовская область, г. Саратов, ул. Мельничная, дом 69"
58188,"410052, Российская Федерация, Саратовская область, г. Саратов, пр. 50 лет Октября, 118а"
58591,"410069, Россия, Саратовская область, г. Саратов, ул. Куприянова, д. 7"
58659,"410010, Российская Федерация, Саратовская область, г. Саратов, ул. Техническая, д. 10 ""а"""
58756,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Астраханская, д. 43"
58800,"410076, Российская Федерация, Саратовская область, г. Саратов, ул. Чернышевского, 12 а"
58841,"410049, Российская Федерация, Саратовская область, г. Саратов, ул. Кавказская, д. 2 А"
58949,"410015, Российская Федерация, Саратовская область, г. Саратов, ул. Орджоникидзе, дом 18"
59528,"410056, Россия, Саратовская область, г. Саратов, ул. Вавилова, д. 13"
59588,"410036, Российская Федерация, Саратовская область, г. Саратов, ул. Огородная, д. 173 «а»"
59621,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. Октябрьская, д. 40/40"
60039,"410002, Россия, Саратовская область, г. Саратов, ул.им. Мичурина И.В., д. 140/142"
60321,"410049, Российская Федерация, Саратовская область, г. Саратов, ул. Пономарева, д. 16"
61070,"410028, Россия, Саратовская область, г. Саратов, ул. Провиантская, дом 7"
61832,"410071, Российская Федерация, Саратовская область, г. Саратов, ул. Шелковичная, д. 186"
62341,"410012, Россия, Саратовская область, г. Саратов, улица Рахова, дом 53"
62673,"410009, Россия, Саратовская область, г. Саратов, ул. Аптечная, д. 30, кв. 101"
63168,"410017, Российская Федерация, Саратовская область, г. Саратов, ул. Шелковичная, д. 64/66"
63189,"410069, Россия, Самарская область, Саратов, проспект Строителей, 2, комната 6"
64802,"410038, Саратовская область, г. Саратов, ул. Загорная, 3"
64810,"410033, Российская Федерация, Саратовская область, г. Саратов, ул. Международная, 26 Б"
64869,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Московская, д. 113-17"
64906,"410064, Саратовская область, г. Саратов, ул. Тархова, 7 ""А"""
65218,"410054, Российская Федерация, Саратовская область, г. Саратов, ул. 2-ая Садовая, д. 103а"
65235,"410049, Российская Федерация, Саратовская область, г. Саратов, пр. Энтузиастов, дом 50 - б"
65842,"410010, Россия, Саратовская область, г. Саратов, ул. Танкистов, д. 84 ""а"""
65906,"410054, Россия, Саратовская область, г. Саратов, ул. Клиническая, д. 2/6, к. 1А"
65991,"410028, Саратовская область, Саратов, ул. Рабочая, д. 29"
66027,"410012, Российская Федерация, Саратовская область, г. Саратов, улица Вавилова, дом № 6"
66058,"410054, Российская Федерация, Саратовская область, г. Саратов, ул. 2-я Садовая, д. 106, корп. 9"
66081,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Московская, д. 156-А"
66090,"410039, Саратовская область, г. Саратов, Пр-т Энтузиастов, д. 43"
66573,"410001, Российская Федерация, Саратовская область, г. Саратов, ул. Огородная, д. 33а"
66644,"410015, Российская Федерация, Саратовская область, г. Саратов, улица Авиастроителей, дом 3"
66751,"410004, Россия, Саратовская область, г. Саратов, 2 Садовая, дом 19"
68356,"410053, Российская Федерация, Саратовская область, г. Саратов, улица Клочкова, д. 85"
68359,"410028, Саратовская область, г. Саратов, Соборная площадь, д.11"
68365,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. Рогожина, д. 22"
68373,"410039, Российская Федерация, Саратовская область, г. Саратов, ул. Васильковская, 1"
68758,"410008, Россия, Саратовская область, г. Саратов, Ново-Астраханское шоссе, д.1"
69328,"410004, Россия, Саратовская область, г. Саратов, 1 Станционный проезд, д. 6"
69890,"410012, Россия, Саратовская область, г. Саратов, проспект Кирова, д. 50 А"
70363,"410033, Российская Федерация, Саратовская область, г. Саратов, ул. Гвардейская, д. 22"
70370,"410017, Российская Федерация, Саратовская область, г. Саратов, ул. им. Н.Г. Чернышевского, д. 90"
70893,"410065, Саратовская область, Саратов, Вишневый проезд, дом №19"
70959,"410012, Российская Федерация, Саратовская область, г. Саратов, улица Московская, дом № 93"
71952,"410031, Россия, Саратовская область, г. Саратов, ул. Челюскинцев, д. 68"
71966,"410002, Россия, Саратовская область, г. Саратов, ул. Волжская д. 16, кв. 55"
72146,"410031, Саратовская область, г. Саратов, улица Большая Горная, дом 69"
72350,"410053, Российская Федерация, Саратовская область, г. Саратов, улица Клочкова, 79"
72361,"410036, Россия, Саратовская область, г. Саратов, ул. Огородная, дом 144/146"
72988,"410015, Саратовская область, г. Саратов, ул. Фабричная, дом 2"
73000,"410007, Российская Федерация, Саратовская область, г. Саратов, ул. им. Батавина П.Ф., д. 9а"
73759,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Б.Казачья, д. 43/45"
73772,"410015, Россия, Саратовская область, г. Саратов, площадь Орджоникидзе, дом 9,  квартира 73"
74234,"410035, Российская Федерация, Саратовская область, г. Саратов, улица Тархова, д. 31 А"
74475,"410002, Российская Федерация, Саратовская область, г. Саратов, ул. Чернышевского, д.148"
74897,"410005, Российская Федерация, Саратовская область, г. Саратов, ул. Астраханская 107"
75357,"410019, Россия, Саратовская область, г. Саратов, ул. Высокая, дом 4"
75697,"410007, Российская Федерация, Саратовская область, г. Саратов, ул. Уфимцева, д. 6/4, кв. 254"
75973,"410022, Россия, Саратовская область, г. Саратов, ул. Азина, д. 37"
75980,"410041, Российская Федерация, Саратовская область, г. Саратов, ул. Некрасова, дом 56, кв. 5"
76066,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. Белоглинская, д. 75/81, кв. 48"
76174,"410004, Саратовская область, г. Саратов, 1 Станционный проезд, д. 6"
76184,"410064, Российская Федерация, Саратовская область, г. Саратов, ул. им. Тархова С.Ф., дом 19В. этаж первый, Литер А, номер на поэтажном плане 121"
76188,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. Некрасова, д. 43 ""А"", кв. 70"
76190,"410036, Российская Федерация, Саратовская область, г. Саратов, улица Огородная, дом 171"
76674,"410028, Саратовская область, г. Саратов, ул. Чернышевского, дом 141 ""К1"""
76691,"410003, Россия, Саратовская область, г. Саратов, улица Соборная, дом 67/69"
77063,"410076, Российская Федерация, Саратовская область, г. Саратов, Дегтярная площадь, д. №1-А"
77079,"410007, Российская Федерация, Саратовская область, г. Саратов, улица Чехова, 4а"
77447,"410004, Россия, Саратовская область, г. Саратов, ул. Чернышевского, д. 88"
77824,"410002, Российская Федерация, Саратовская область, г. Саратов, улица Соборная, д. № 22"
79232,"410040, Россия, Саратовская область, г. Саратов, пр-кт 50 лет Октября, д.110 ""А"""
79626,"410600, Россия, Саратовская область, г. Саратов, улица Советская, д. № 61"
79646,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. Техническая, д. 16 ""В"""
79908,"410009, , Саратов, ул. Мельничная, дом 69"
79929,"410012, Российская Федерация, Саратовская область, г. Саратов, ул.им.И.С.Кутякова, д.13"
79944,"413709, Российская Федерация, Саратовская область, г. Саратов, поселок Заречный, улица Заречная, д. 1"
79954,"410022, Саратовская область, г. Саратов, ул. Хомяковой, 13"
79966,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Б. Казачья, 110"
79971,"410010, Российская Федерация, Саратовская область, г. Саратов, улица Соколовая, д. 10/16"
79976,"410010, Россия, Саратовская область, г. Саратов, ул. Жуковского, 25"
80040,"410056, Россия, Саратовская область, г. Саратов, ул.Советская, д.90/96, кв.142"
80549,"410053, Саратовская область, г. Саратов, ул. Клочкова, д.74"
80575,"410030, Саратовская область, г. Саратов, ул. Большая Горная, д. 43"
80590,"410071, Российская Федерация, Саратовская область, г. Саратов, ул. Шелковичная, д. 122/126"
80601,"410004, Россия, Саратовская область, г. Саратов, ул. Железнодорожная, д. 12"
80608,"410015, Российская Федерация, Саратовская область, г. Саратов, проспект Энтузиастов, д. 30"
80941,"410038, Россия, Саратовская область, г. Саратов, ул. Симбирская, д. 154А"
80957,"410060, , г. Саратов, ул. 2-Лучевой пр-д, дом № 15"
80990,"410040, Российская Федерация, Саратовская область, г. Саратов, проспект 50лет Октября, д. 110-а"
81385,"410048, Россия, Саратовская область, г. Саратов, ул. Тульская, д. 21А"
81680,"410019, Саратовская область, г. Саратов, ул. Танкистов, дом 26 А"
82393,"410600, Саратовская область, Саратов, ул. М.Горького, 34"
82656,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. Чернышевского, д. 170/176"
82767,"410002, Российская Федерация, Саратовская область, г. Саратов, улица им. Чернышевского Н.Г., дом  211"
82831,"410003, Россия, Саратовская область, , г. Саратов, пр-т 50 лет Октября д.101"
83009,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. им. Мичурина И.В., д. 80"
83310,"410022, Саратовская область, г. Саратов, ул. Брянская, д. 9"
83499,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. Вольская, 22"
83552,"410009, Россия, Саратовская область, г. Саратов, ул. Б. Садовая, д.239 ""А"""
83759,"410015, Российская Федерация, Саратовская область, г. Саратов, проспект Энтузиастов, дом 4"
83822,"410001, Россия, Саратовская область, г. Саратов, ул. Первомайская, д. №36"
84162,"410010, Российская Федерация, г. Саратов, ул. Навашина, дом № 5, кв. 121"
84184,"410780, Российская Федерация, Саратовская область, г. Саратов, Лопатина гора, 7"
84403,"410069, Российская Федерация, Саратовская область, г. Саратов, улица Ипподромная, дом 13"
84452,"410033, Российская Федерация, Саратовская область, г. Саратов, улица Гвардейская, дом №2А, литер Р"
84468,"410053, Россия, Саратовская область, г. Саратов, ул. Клиническая, д. 93 а"
84508,"410040, Российская Федерация, Саратовская область, г. Саратов, проспект 50-лет Октября, д. 108"
84724,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Московская, д. 137/149"
84947,"410053, Россия, Саратовская область, г. Саратов, Литейный проезд, д. 7 ""А"""
85228,"410009, Российская Федерация, Саратовская область, г. Саратов, ул. Рябиновская, д. 21А"
85615,"410017, Саратовская область, г. Саратов, ул. Шелковичная,  д. 58"
85858,"410028, Саратовская область, г. Саратов, ул. Советская, д. 6/8"
86320,"410080, Российская Федерация, Саратовская область, г. Саратов, ул. им. академика Антонова О.К., д. 5"
86331,"410028, Российская Федерация, Саратовская область, г. Саратов, ул. им. Мичурина И.В., д. 82/84"
86342,"410048, Российская Федерация, Саратовская область, г. Саратов, ул. Тульская. д. 21 ""А"""
86364,"410010, Российская Федерация, Саратовская область, г. Саратов, ул. Тулайкова, д. 8"
86373,"410040, Саратовская область, г. Саратов, Проспект 50 лет Октября, площадь Ленина"
86579,"410060, Саратовская область, г. Саратов, ул. им. Штейнберга С.И., д.50"
87029,"410012, Россия, Саратовская область, г. Саратов, ул. Московская, д. 122/126"
87030,"410071, Российская Федерация, Саратовская область, г. Саратов, ул. Шелковичная, 177"
87467,"410076, Россия, Саратовская область, г. Саратов, ул. Заводская, д. 1а"
87663,"410031, Россия, Саратовская область, г. Саратов, улица Соколовая, д. № 97/100"
88540,"410051, Россия, Саратовская область, г. Саратов, 9 Дачная остановка тер."
89362,"410010, Россия, Саратовская область, г. Саратов, ул. Техническая, д.5, литера А"
89630,"410033, Российская Федерация, г. Саратов, ул. Панфилова, д.1"
89814,"410600, Россия, Саратовская область, г. Саратов, ул. М. Горького, д. 34"
90159,"410054, Российская Федерация, Саратовская область, г. Саратов, ул. 2-я Садовая, д. 112А"
90266,"410039, Российская Федерация, Саратовская область, г. Саратов, Ново-Астраханское шоссе, д. 80"
92533,"410600, Российская Федерация, Саратовская область, г. Саратов, ул. Кутякова, д. 18, 20"
92893,"410056, Российская Федерация, г. Саратов, ул. Вольская, д. 45"
92912,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. Чернышевского, д. 94"
93346,"410048, Российская Федерация, Саратовская область, г. Саратов, улица Тульская, дом 49"
93348,"410010, Россия, Саратовская область, г. Саратов, ул. Техническая, д. 5"
93351,"410035, Российская Федерация, Саратовская область, г. Саратов, ул. Тархова, д. 29"
93726,"410056, Саратовская область, г. Саратов, ул. Астраханская, д. 102"
94758,"410003, Российская Федерация, Саратовская область, г. Саратов, улица Гоголя, дом 2"
94947,"410033, Россия, Саратовская область, г. Саратов, ул. Международная, д. 40"
95475,"410086, Россия, Саратовская область, г. Саратов, ул. им. Благодарова К.В., д. 5"
95811,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Б. Казачья, д. 6"
95812,"410078, Россия, Саратовская область, г. Саратов, ул. Железнодорожная, дом 15/21, помещение 1"
95813,"410056, Российская Федерация, Саратовская область, г. Саратов, Мирный переулок, 4"
95833,"410064, Российская Федерация, Саратовская область, г. Саратов, ул. Электронная, д. 15/9б. лит. А"
95836,"410028, Российская Федерация, Саратовская область, г. Саратов, ул. Советская, дом 10"
95850,"410049, Россия, Саратовская область, г. Саратов, улица Барнаульская, дом 32"
95890,"410080, Российская Федерация, Саратовская область, г. Саратов, а/я 942"
95905,"410064, Россия, Саратовская область, г. Саратов, ул. Электронная, д. 10 ""Б"""
95962,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. им. Челюскинцев, д. № 173"
95968,"410062, Российская Федерация, Саратовская область, г. Саратов, Московское шоссе, д. 23а"
96879,"410030, Россия, Саратовская область, г. Саратов, улица Соколовая, д. № 97/100"
97269,"410031, Россия, Саратовская область, г. Саратов, ул. Московская, д. 59/30"
98545,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. Ульяновская, д. 42"
98580,"410009, Россия, Саратовская область, г. Саратов, пр. 50 лет Октября, 70, кв. 173"
98876,"410007, Российская Федерация, Саратовская область, г. Саратов, ул. им. Блинова Ф.А., дом 19А"
98878,"410010, Российская Федерация, Саратовская область, г. Саратов, ул. Артиллерийская, д. 25"
99452,"410086, Российская Федерация, Саратовская область, г. Саратов, улица Елшанская, дом 5"
99456,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. им. Кутякова И.С., д. 96"
99592,"410064, Саратовская область, г. Саратов, ул. Лебедева-Кумача, 66"
99949,"410076, Российская Федерация, Саратовская область, г. Саратов, ул. Чернышевского, д. 55А"
99958,"410007, Российская Федерация, Саратовская область, г. Саратов, ул. им. Чехова А.П., д.2"
99988,"410019, Россия, Саратовская область, г. Саратов, улица Танкистов, дом 37"
100593,"410049, Российская Федерация, Саратовская область, г. Саратов, проспект Энтузиастов, дом 31"
100966,"410041, Россия, Саратовская область, г. Саратов, улица Загороднева, 19"
101184,"410031, Саратовская область, Саратов, ул.Комсомольская, д.52"
102874,"410019, Россия, Саратовская область, г. Саратов, ул. 2 Ремонтный проезд, д. 13"
103188,"410056, Россия, Саратовская область, г. Саратов, ул. Рабочая, д. 29, кв. 201"
103641,"410028, Российская Федерация, Саратовская область, г. Саратов, улица Вольская, дом 6"
104425,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Гоголя, дом 67"
105559,"410017, Российская Федерация, Саратовская область, г. Саратов, ул. Новоузенская, д. 51/63"
105585,"410009, Российская Федерация, Саратовская область, г. Саратов, Проспект 50 Лет Октября, 34/56"
105646,"410008, Российская Федерация, Саратовская область, г. Саратов, 2-я Садовая, д. 115/121"
106510,"410035, Российская Федерация, Саратовская область, г. Саратов, ул. им. Уфимцева К.Г., 8а"
106513,"410028, Россия, Саратовская область, г. Саратов, улица им. Мичурина И.В. д. 96"
106516,"410012, Россия, Саратовская область, г. Саратов, ул. им. Чапаева, д. 90"
106521,"410003, Российская Федерация, Саратовская область, г. Саратов, ул. Зарубина, д. 18, ком. 12"
106803,"410008, Poccия, , г. Саратов, Ново-Астраханское шоссе, 1"
107188,"410017, Саратовская область, Саратов, ул.им.Чернышевского Н.Г., д.92Б"
107502,"410007, Россия, Саратовская область, г. Саратов, ул. им. Блинова Ф.А., д.23А"
110280,"410005, Россия, Саратовская область, г. Саратов, ул. им. Степана Разина, дом 89"
110692,"410022, Российская Федерация, Саратовская область, г. Саратов, "
111070,"410600, Российская Федерация, Саратовская область, г. Саратов, ул. Сакко и Ванцетти, 21"
111301,"410054, Саратовская область, г. Саратов, Детский 2-й проезд, д.43"
113631,"410031, Россия, Саратовская область, г. Саратов, улица Соколовая, дом № 44/62"
113636,"410012, Саратовская область, г. Саратов, улица им. Зарубина В.С., д. 87"
113898,"410064, Российская Федерация, Саратовская область, г. Саратов, проспект Строителей д. 76А"
115176,"410033, Россия, Саратовская область, г. Саратов, ул. Международная, д. 27"
115746,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Сакко и Ванцетти, дом 14"
116223,"410038, Российская Федерация, Саратовская область, г. Саратов, улица Соколовогорская, дом 7"
116227,"410056, Саратовская область, г. Саратов, ул. Чернышевского, д. 100"
117075,"410009, Саратовская область, г. Саратов, ул. Наумовская, д. 21/29"
117368,"410056, Россия, Саратовская область, г. Саратов, ул. Рабочая, д. 32"
117531,"410033, Российская Федерация, Саратовская область, г. Саратов, ул. Гвардейская, д. 3"
117800,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. Мичурина дом 80, кв. 11"
117840,"410078, Российская Федерация, Саратовская область, г. Саратов, ул. Им. Разина С.Т., д. 54, Литер А"
118019,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Киселева, дом 18б, 19"
118604,"410017, Российская Федерация, Саратовская область, г. Саратов, улица 2-я Садовая, д. 28/34"
118641,"410028, Российская Федерация, Саратовская область, г. Саратов, ул. Чернышевского, 141"
118980,"410009, Российская Федерация, Саратовская область, г. Саратов, ул. Алексеевская, дом 3, литер б"
119623,"410012, Российская Федерация, Саратовская область, г. Саратов, ул.Вавилова, д.51/57"
