id,address
6312,"410054, Российская Федерация, Саратовская область, г. Саратов, ул. 2-я Садовая, д. 65/71"
6360,"410028, Россия, Саратовская область, г. Саратов, ул. Бахметьевская, д.18"
6367,"410017, Российская Федерация, Саратовская область, г. Саратов, ул. Чернышевского Н.Г., дом 90, офис 20"
6415,"410012, Россия, Саратовская область, г. Саратов, ул. им. Рахова В.Г., д. 148"
6478,"410049, Россия, Саратовская область, г. Саратов, ул. Пензенская, дом 7/2, офис 1"
6659,"410015, Российская Федерация, Саратовская область, г. Саратов, ул. Фабричная, 1 А"
6679,"410004, Россия, г. Саратов, ул. Набережная, д. № 22"
6749,"410040, Российская Федерация, Саратовская область, г. Саратов, ул. Техническая, д. 10 «а»"
7299,"410048, Российская Федерация, Саратовская область, г. Саратов, ул. Тульская, 21 ""А"""
7304,"410002, Россия, Саратовская область, г. Саратов, улица  Мичурина, дом 150/154"
7311,"410600, Российская Федерация, Саратовская область, г. Саратов, улица им. Мичурина И.В,. д. 58"
7545,"410030, Российская Федерация, Саратовская область, г. Саратов, ул. Большая Горная, д. 43"
7558,"410035, Россия, Саратовская область, г. Саратов, ул. Уфимцева, д. 8"
7610,"410005, Россия, г. Саратов, 1 Соколовский тупик, д.21"
7876,"410019, Россия, Саратовская область, г. Саратов, ул. 2 Ремонтный переулок, д. 13"
7899,"410002, Саратовская область, г. Саратов, улица Московская, дом 23"
7915,"410044, Россия, Саратовская область, г. Саратов, ул. Ламповая, д. 4 ""а"""
8078,"410052, Россия, Саратовская область, г. Саратов, пр. им. 50 лет Октября, 107 А"
8082,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. им. Горького А.М., угол Челюскинцев, 55/99"
8090,"410022, Россия, Саратовская область, г. Саратов, ул. Брянская, д. 13, пом. 1"
8093,"410005, Россия, Саратовская область, г. Саратов, 1 Соколовский тупик, д. 21"
8453,"410033, Саратовская область, г. Саратов, ул. Гвардейская, д. 27"
8589,"410041, Россия, Саратовская область, г. Саратов, ул. Ломоносова, 4 ""А"""
8596,"410080, Россия, Саратовская область, г. Саратов, ул. Академика Антонова О.К., 5 А"
8663,"410015, Российская Федерация, Саратовская область, г. Саратов, ул. Фабричная, д. 1 А"
8692,"410005, Россия, Саратовская область, г. Саратов, ул. Университетская, д. 46"
8728,"41052, Россия, Саратовская область, г. Саратов, ул. Международная, д. 20, помещение 2"
8907,"410041, Российская Федерация, Саратовская область, г. Саратов, ул. им. Загороднева В.И., 7"
8917,"410015, Россия, Саратовская область, г. Саратов, ул. Орджоникидзе. д. 13/4, помещение 1000"
8939,"410071, Россия, Саратовская область, г. Саратов, ул. Большая Садовая, 151/8"
8958,"410034, Россия, Саратовская область, г. Саратов, ул. Соколовая, д.339"
9244,"410004, Россия, г. Саратов, ул. Набережная, д. 22"
9413,"410052, Россия, Саратовская область, г. Саратов, Проспект им. 50 лет Октября, д. № 134"
9427,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Б. Садовая, д. 168/174, кв. 44"
9433,"410054, Россия, Саратовская область, г. Саратов, улица Большая Садовая, дом 137"
9678,"410051, Российская Федерация, Саратовская область, г. Саратов, 9 Дачная остановка тер."
9690,"410053, Россия, Саратовская область, г. Саратов, Смирновское ущелье 1"
9781,"410028, Россия, Саратовская область, г. Саратов, ул. им. Чернышевского Н.Г., д. 139"
9785,"410031, Россия, Саратовская область, г. Саратов, ул. Первомайская, д. 69"
9996,"410036, Российская Федерация, Саратовская область, г. Саратов, улица Огородная, 153"
10030,"410008, Россия, Саратовская область, г. Саратов, 2-й Детский проезд, д.9/11"
10034,"410035, Российская Федерация, Саратовская область, г. Саратов, ул. им. Тархова С.Ф., д. 38"
10067,"410039, Россия, Саратовская область, г. Саратов, ул. Крымская, д. 3 А"
10587,"410038, Российская Федерация, Саратовская область, г. Саратов, ул. Симбирская, д. 154 А"
10652,"410022, Россия, Саратовская область, г. Саратов, улица Брянская, дом 7 А"
10657,"410035, Россия, Саратовская область, г. Саратов, ул. Батавина, д. 12, кв. 143"
10666,"410002, Россия, Саратовская область, г. Саратов, улица Некрасова, д.36/19"
10683,"410600, Россия, Саратовская область, г. Саратов, ул. им. Мичурина И.В., д. 58"
11146,"410064, Российская Федерация, Саратовская область, г. Саратов, ул. им. Чемодурова, дом 14"
11167,"410040, Российская Федерация, Саратовская область, г. Саратов, проспект им. 50 лет Октября, д. 108"
11210,"410031, Саратовская область, г. Саратов, ул. Соколовая, дом 18/40"
11221,"410019, Россия, Саратовская область, г. Саратов, ул. Высокая, 17"
11327,"410052, Россия, Саратовская область, г. Саратов, ул. Международная, д. 22 А, кв. 25"
11535,"410005, Российская Федерация, Саратовская область, г. Саратов, ул. Им. Разина С.Т., д. 77"
11588,"410028, Российская Федерация, Саратовская область, г. Саратов, ул. им. Чернышевского Н.Г., д. 143"
11731,"410064, Россия, Саратовская область, г. Саратов, ул. Им. Лебедева-Кумача В.И., д.70"
11919,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. им. Сакко и Ванцетти, д. 41"
11932,"410017, Российская Федерация, Саратовская область, г. Саратов, улица Шелковичная, дом № 58"
11958,"410018, Российская Федерация, Саратовская область, г. Саратов, ул.Усть-Курдюмская, д. 3"
11974,"410033, Российская Федерация, Саратовская область, г. Саратов, 5-я Дачная"
11983,"410052, Россия, Саратовская область, г. Саратов, улица Одесская, д.15"
11988,"410031, Россия, Саратовская область, г. Саратов, ул. Валовая, д. 61/67"
12024,"410031, Российская Федерация, Саратовская область, г. Саратов, улица им. Хвесина Т.Е., 42"
12036,"410041, Россия, Саратовская область, г. Саратов, ул. Ломоносова, дом 15 А"
12053,"410005, Российская Федерация, Саратовская область, г. Саратов, ул. Астраханская, д. 138"
12065,"410005, Российская Федерация, Саратовская область, г. Саратов, ул. Соколовая, 306"
12088,"410017, Российская Федерация, Саратовская область, г. Саратов, ул. им. Хользунова А.И., д. 36"
12116,"410056, Россия, Саратовская область, г. Саратов, ул. Вольская, д. 22"
12118,"410005, Российская Федерация, Саратовская область, г. Саратов, ул.Железнодорожная, д. 61/69"
12122,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. Московская, д. 171"
12195,"410052, Российская Федерация, Саратовская область, г. Саратов, ул. проспект 50 лет Октября, 132а"
12217,"410056, Российская Федерация, Саратовская область, г. Саратов, улица Астраханская, дом 88"
12241,"410040, Российская Федерация, Саратовская область, г. Саратов, ул. Вишневая, д. 4"
12247,"410022, Российская Федерация, Саратовская область, г. Саратов, ул. им. Хомяковой В.Д., д.13"
12260,"410012, Россия, Саратовская область, г. Саратов, ул. им. Емлютина Д.В., 44 Д"
12278,"410028, Российская Федерация, Саратовская область, г. Саратов, ул. им. Чернышевского Н.Г., д. 141"
12614,"410003, Российская Федерация, Саратовская область, г. Саратов, улица Большая Горная, д. 147/153"
12628,"410012, Российская Федерация, Саратовская область, г. Саратов, ул. им. Дзержинского Ф.Э., дом 26"
12763,"410031, Российская Федерация, Саратовская область, г. Саратов, улица Соколовая, 97/100"
12765,"410002, Российская Федерация, Саратовская область, г. Саратов, ул. им. Лермонтова М.Ю., д. 31"
12768,"410004, Российская Федерация, Саратовская область, г. Саратов, 1 пр-д Чернышевского, дом 2, кв. №8"
12769,"410005, Россия, Саратовская область, г. Саратов, улица Большая Горная, д. № 353, кв. 14"
12770,"410002, Саратовская область, г. Саратов, улица Некрасова, дом 28/32"
12772,"410005, Саратовская область, г. Саратов, ул. Большая Горная, д. 357"
12773,"410039, Россия, Саратовская область, г. Саратов, Ново-Астраханское шоссе, 80"
12819,"410052, Российская Федерация, Саратовская область, г. Саратов, проспект 50 лет Октября, 130"
12955,"410080, Российская Федерация, Саратовская область, г. Саратов, Проспект Строителей, д. 42а"
13086,"410002, Российская Федерация, Саратовская область, г. Саратов, ул. Соборная, 22"
13094,"410022, Российская Федерация, Саратовская область, г. Саратов, 1-й Акмолинский проезд, д. 1"
13140,"410022, Российская Федерация, Саратовская область, г. Саратов, ул. Заречная, дом 2"
13237,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. Соборная, д. 23"
13342,"410053, Российская Федерация, Саратовская область, г. Саратов, ул. Клочкова, д. 74"
13373,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. Комсомольская, д. 52"
13384,"410031, Россия, Саратовская область, г. Саратов, улица Комсомольская, д. 52"
13483,"410071, Российская Федерация, Саратовская область, г. Саратов, 4-й Рабочий проезд, д. № 3"
13521,"410039, Российская Федерация, Саратовская область, г. Саратов, проспект Энтузиастов, дом 55"
13543,"410080, Российская Федерация, Саратовская область, г. Саратов, ул. им. Академика О.К. Антонова, д. 5"
13616,"410033, Российская Федерация, Саратовская область, г. Саратов, ул. им. Космодемьянской З.А., д. 28"
13907,"410039, Российская Федерация, Саратовская область, г. Саратов, ул. Крымская, д. 15"
13908,"410017, Российская Федерация, Саратовская область, г. Саратов, ул. им. Хользунова А.И., д. № 19"
13909,"410010, Российская Федерация, Саратовская область, г. Саратов, улица Безымянная, д. 6"
13922,"410080, Россия, Саратовская область, г. Саратов, 1-й Сокурский проезд, д. 9Д"
13935,"410008, Российская Федерация, Саратовская область, г. Саратов, 3 Парковый проезд, д. 49"
14064,"410056, Российская Федерация, Саратовская область, г. Саратов, ул. им. Чапаева В.И., д. 14/26"
14138,"410009, Российская Федерация, Саратовская область, г. Саратов, ул. Наумовская, д. 39-а"
14150,"410071, Российская Федерация, Саратовская область, г. Саратов, ул. Шелковичная, 186"
14269,"410056, Россия, г. Саратов, ул. Рахова, д. 61/71"
14342,"410022, Российская Федерация, Саратовская область, г. Саратов, ул. Заречная, д. 2"
14345,"410015, Российская Федерация, Саратовская область, г. Саратов, ул. Авиастроителей, д. 3"
14395,"410076, Российская Федерация, Саратовская область, г. Саратов, ул. Заводская, д. 2"
14457,"410005, Российская Федерация, Саратовская область, г. Саратов, ул. им. Е.И. Пугачева, 159, офис 602"
14465,"410035, Россия, Саратовская область, г. Саратов, ул. им. Батавина П.Ф., д. 13А., пом. 3"
14514,"410038, Российская Федерация, Саратовская область, г. Саратов, ул. Загорная, 3"
14550,"410031, Российская Федерация, Саратовская область, г. Саратов, ул. Московская, д. 47"
15080,"410004, Россия, Саратовская область, г. Саратов, ул. 1-й Вакуровский пр-д, д. 6/9"
15123,"410012, Российская Федерация, Саратовская область, г. Саратов, ул.  Астраханская,  43"
15208,"410056, Россия, Саратовская область, г. Саратов, ул. им. Чапаева В.И., дом 32/36"
